epoch,iter,loss_cons,loss_det_A,loss_det_B,num_pairs,dim_diff,angle_diff
7,328,0.227921,14.3656,16.1013,22,0.043479,0.184442
7,336,0.180781,14.3508,13.8465,25,0.035308,0.145473
7,344,0.214251,13.5618,12.8626,25,0.036523,0.177728
7,352,0.17981,13.2564,12.9962,39,0.039373,0.140438
7,360,0.190398,14.7962,14.1734,14,0.032333,0.158066
7,368,0.201625,14.7482,14.1798,26,0.036799,0.164826
7,376,0.187305,16.4743,17.5218,20,0.033976,0.153329
7,384,0.212368,15.9436,15.0482,25,0.043307,0.169061
7,392,0.195206,12.5043,13.1071,30,0.042237,0.152969
7,400,0.185682,14.1319,12.7933,18,0.033037,0.152645
7,408,0.189103,15.0833,15.0154,11,0.035478,0.153625
7,416,0.216598,12.8425,12.9843,22,0.049018,0.167581
7,424,0.210995,12.473,12.0908,13,0.045545,0.16545
7,432,0.176619,15.2786,16.0878,33,0.035775,0.140844
7,440,0.172316,13.4521,13.412,16,0.028497,0.143819
7,448,0.189202,12.7225,11.7038,30,0.032384,0.156818
7,456,0.205103,14.3207,14.6841,25,0.040565,0.164539
8,0,0.168064,13.8223,14.1372,18,0.032718,0.135345
8,8,0.206756,15.623,14.5738,24,0.037796,0.16896
8,16,0.188269,14.8358,14.4005,20,0.028443,0.159826
8,24,0.175691,16.0004,15.6087,35,0.038375,0.137316
8,32,0.325694,15.6212,11.5154,11,0.058393,0.267301
8,40,0.189948,15.8483,15.72,31,0.038163,0.151785
8,48,0.220512,14.7536,12.5356,14,0.054077,0.166435
8,56,0.192456,14.7853,14.6651,18,0.0318,0.160656
8,64,0.207323,17.2737,17.3673,21,0.038226,0.169097
8,72,0.182214,12.868,11.9893,13,0.027257,0.154957
8,80,0.182118,12.7702,13.616,23,0.037602,0.144516
8,88,0.214582,15.6731,14.7634,22,0.035755,0.178827
8,96,0.220182,14.8385,14.0653,19,0.031811,0.188371
8,104,0.198737,11.0207,11.2026,14,0.036313,0.162424
8,112,0.208083,15.6275,14.7883,20,0.049219,0.158864
8,120,0.168952,11.6685,10.2643,16,0.041247,0.127705
8,128,0.20139,17.2014,15.0833,17,0.029483,0.171907
8,136,0.239499,16.0613,16.072,27,0.040489,0.19901
8,144,0.194928,13.5288,13.2788,27,0.038118,0.15681
8,152,0.222163,11.3295,11.1259,14,0.045639,0.176524
8,160,0.199535,17.3353,18.8004,16,0.037728,0.161807
8,168,0.211605,18.315,15.3654,13,0.050897,0.160708
8,176,0.281958,20.1615,21.0538,18,0.05176,0.230198
8,184,0.197486,14.0984,15.9746,19,0.033923,0.163564
8,192,0.205435,11.7403,11.8629,20,0.029912,0.175523
8,200,0.252999,14.8043,16.3371,29,0.047076,0.205924
8,208,0.163455,15.2394,16.2269,18,0.03964,0.123816
8,216,0.257978,15.5602,14.662,25,0.029225,0.228753
8,224,0.184291,14.0118,14.9296,26,0.034393,0.149897
8,232,0.215631,12.8268,14.0434,13,0.041714,0.173916
8,240,0.225348,14.5895,17.3616,18,0.047747,0.177601
8,248,0.167967,14.8673,14.3973,25,0.042073,0.125894
8,256,0.191637,12.6909,13.3535,19,0.036535,0.155103
8,264,0.217308,14.8932,15.3539,24,0.045341,0.171967
8,272,0.182231,15.6991,15.2632,32,0.034947,0.147284
8,280,0.145925,11.4831,11.608,20,0.038271,0.107654
8,288,0.169006,14.4236,14.6926,39,0.032441,0.136565
8,296,0.214737,13.1612,13.7556,13,0.034998,0.179739
8,304,0.246652,15.2922,15.3149,22,0.038754,0.207898
8,312,0.248879,16.192,17.1634,41,0.038395,0.210484
8,320,0.186284,15.0364,14.5329,16,0.03893,0.147354
8,328,0.214005,16.3956,16.5643,46,0.035454,0.178551
8,336,0.212251,15.4436,14.2794,11,0.025599,0.186652
8,344,0.279453,15.8139,16.7905,34,0.047849,0.231603
8,352,0.199418,15.1984,15.0193,26,0.029981,0.169437
8,360,0.187364,16.539,14.2403,14,0.029287,0.158077
8,368,0.216174,16.9975,16.5517,31,0.039984,0.17619
8,376,0.196511,16.8927,18.7629,21,0.035228,0.161283
8,384,0.213675,15.3527,15.4765,25,0.037122,0.176553
8,392,0.231956,12.876,12.9974,30,0.042042,0.189915
8,400,0.169162,16.1649,14.7318,17,0.043695,0.125467
8,408,0.194184,12.2687,12.2403,21,0.035964,0.15822
8,416,0.167373,10.1101,10.588,15,0.033357,0.134016
8,424,0.151001,9.894,9.8183,15,0.032634,0.118366
8,432,0.223134,13.4369,14.016,11,0.031421,0.191712
8,440,0.177715,14.9109,15.5212,24,0.029413,0.148301
8,448,0.303796,14.7785,15.6149,14,0.049358,0.254438
8,456,0.204012,18.0143,18.215,16,0.037972,0.16604
9,0,0.152891,13.8171,13.3694,12,0.02906,0.123831
9,8,0.172863,15.1028,15.1872,39,0.032806,0.140058
9,16,0.220995,14.0624,13.3225,20,0.040811,0.180184
9,24,0.214102,13.4449,13.8989,26,0.034819,0.179283
9,32,0.254486,14.0396,14.2855,12,0.037897,0.216588
9,40,0.22142,14.1357,14.1144,41,0.044461,0.176958
9,48,0.223515,14.1825,15.6133,28,0.039577,0.183938
9,56,0.237629,15.1187,18.7162,12,0.042716,0.194913
9,64,0.193413,12.4703,12.1431,30,0.036695,0.156718
9,72,0.150107,10.2323,10.0955,18,0.029779,0.120329
9,80,0.193947,15.6192,15.4931,20,0.030424,0.163523
9,88,0.228117,14.3017,15.3956,39,0.033698,0.194419
9,96,0.173763,14.7103,14.0382,31,0.031823,0.14194
9,104,0.191313,13.5096,13.6889,40,0.034776,0.156537
9,112,0.170892,15.0348,14.6924,25,0.037563,0.133328
9,120,0.214496,13.9737,14.6268,25,0.03749,0.177006
9,128,0.295963,17.2914,20.9724,10,0.043611,0.252352
9,136,0.13644,13.6693,13.9576,13,0.033201,0.103239
9,144,0.173069,13.8413,13.9383,25,0.033087,0.139982
9,152,0.232684,13.7834,13.7389,26,0.041335,0.19135
9,160,0.293658,14.6842,14.5986,8,0.047076,0.246583
9,168,0.17965,12.8663,13.4533,21,0.030678,0.148972
9,176,0.242473,18.6757,20.2211,20,0.034451,0.208022
9,184,0.180769,15.7969,15.2626,22,0.036191,0.144578
9,192,0.177111,16.0292,16.6598,30,0.033878,0.143233
9,200,0.185582,13.7301,13.862,18,0.031668,0.153914
9,208,0.190845,14.1332,13.0168,31,0.046554,0.144291
9,216,0.211003,14.4217,14.0379,29,0.042216,0.168788
9,224,0.203318,13.975,14.2007,32,0.038685,0.164633
9,232,0.223686,17.2356,15.788,23,0.032336,0.19135
9,240,0.185486,16.0985,15.2289,28,0.040216,0.145269
9,248,0.181269,15.1152,15.086,17,0.034136,0.147133
9,256,0.204866,15.7271,16.5897,38,0.044942,0.159924
9,264,0.174953,11.2606,11.6689,16,0.040144,0.134809
9,272,0.212619,14.5507,14.7186,24,0.033896,0.178723
9,280,0.206735,12.4182,12.1449,30,0.042583,0.164151
9,288,0.185584,14.5296,14.0975,25,0.03728,0.148305
9,296,0.160999,13.6855,14.0808,30,0.033368,0.12763
9,304,0.247012,16.1514,16.5745,17,0.051507,0.195504
9,312,0.207288,12.8676,12.3277,36,0.042105,0.165183
9,320,0.242862,15.8128,15.9363,17,0.047022,0.19584
9,328,0.199552,12.3427,12.1467,17,0.049196,0.150356
9,336,0.164145,14.9829,14.083,41,0.035099,0.129046
9,344,0.141486,12.8629,12.7039,20,0.027337,0.114149
9,352,0.216881,15.4705,14.6624,16,0.038155,0.178726
9,360,0.171258,13.0916,13.0115,28,0.035323,0.135935
9,368,0.154018,12.6316,13.2898,18,0.033057,0.12096
9,376,0.213327,17.0545,14.8509,16,0.051214,0.162113
9,384,0.222125,11.1176,12.6061,13,0.042617,0.179507
9,392,0.151045,12.211,11.4503,9,0.039843,0.111202
9,400,0.205024,16.434,15.4272,33,0.040844,0.16418
9,408,0.21464,13.9315,15.0561,32,0.044778,0.169862
9,416,0.158101,11.7154,10.6477,13,0.03739,0.12071
9,424,0.149797,11.056,11.9747,28,0.031401,0.118396
9,432,0.234407,16.5267,16.5399,35,0.033834,0.200573
9,440,0.196367,18.1481,17.5976,16,0.034802,0.161565
9,448,0.198733,13.7996,14.2858,15,0.044033,0.154701
9,456,0.187777,15.636,16.5936,49,0.030803,0.156975
10,0,0.156577,13.5021,14.2359,28,0.028773,0.127804
10,8,0.156234,13.5072,13.0101,19,0.039386,0.116848
10,16,0.148864,13.8625,12.8199,11,0.038169,0.110695
10,24,0.1625,12.7171,13.2203,24,0.035735,0.126766
10,32,0.246819,17.1073,19.5038,12,0.031274,0.215545
10,40,0.252976,17.3624,17.2691,27,0.045221,0.207755
10,48,0.20026,14.371,15.0437,21,0.032671,0.16759
10,56,0.215877,12.486,10.7997,16,0.036805,0.179073
10,64,0.197781,15.9576,18.1383,18,0.0282,0.169581
10,72,0.206298,16.1647,15.7094,32,0.033971,0.172327
10,80,0.157565,12.8214,11.6296,21,0.029537,0.128028
10,88,0.157848,10.8851,11.3274,14,0.032899,0.124949
10,96,0.169655,13.3773,12.5886,39,0.03555,0.134105
